,product_name_list,price_lst
1098,إن ون زبيب 500 جرام,11.95
1099,انلين حليب بودرة قليل الدسم 900  جرام,55.95
1100,الوطنية دجاج مجمد 10 حبات 700 جرام,86.85
1101,منشي لكزس بسكويت بالجبنة 150 جرام,7.75
1102,فرشلي ذرة حب 425 جم,3.95
1103,الشفاء عسل طبيعي 250جرام,19.0
1104,ماكفيتيز بسكويت دايجستف بالشوكولاتة والك...,10.0
1105,سمان طازج,14.9
1106,العلالي مكرونة إيطالية  450 جرام,3.95
1107,الجميل قمر الدين مصفى 400 جرام,4.95
1108,موسي بيرة فراولة 330 مل - 6 حبة,28.95
1109,فوم طحين أبيض 1 كغ,1.95
1110,كي دي دي قشطه 125 مل,2.95
1111,شوبا شوبز سوربرايز 14 جرام,3.95
1112,اسناد بهارات عربية 200 جرام,15.5
1113,العلالي مكرونة خواتم 450 جرام,3.95
1114,ناديك حليب كامل الدسم طويل الأجل  200 مل...,24.5
1115,أولكر أعواد كراكر مالح 30 جرام 24 حبة,18.95
1116,فريشلي كاتشب الطماطم عبوة ضاغطة 1.02 كيل...,12.95
1117,فيتا فرانك الدجاج 340 جرام,5.0
1118,اولكر لبنة 180 جرام,6.15
1119,المراعي جبنة قابلة للدهن 900 جرام,22.25
1120,بنجابي الشعلان أرز بسمتي أبيض عنبر 10  ك...,64.5
1121,كالبي شيبس الجمبري الحار 70 جرام,6.75
1122,بورقات حلاوة جيلي كولا 175 جرام,7.75
1123,كوبوليفا زيتون اخضر شرائح 936 جرام,17.95
1124,البطل فشار بالجبنة 23 جرام × 11 كي...,10.75
1125,الصافي دانيت بالفانيلا 75  جرام,1.05
1126,القزي بذور دوار الشمس 200 جرام,8.75
1127,الصافي لبن عيران كامل الدسم 360 مل,2.1
1128,بيونا مكرونة سباغيتي قمح كامل 500 جرام,15.75
1129,روفليه دو فرانس مربى تين 325 جرام,18.95
1130,تانج شراب مانجو 500 جرام,9.75
1131,دعزاز سكر بني اشكال قلوب 500 جرام,27.5
1132,أرلا حليب عضوي كامل الدسم طويل الأجل 200...,23.5
1133,لوزين كب كيك بالفانيلا 30 جم - 2 حبة,1.05
1134,تيسير شراب مركز بالفراوله 600 مل,21.5
1135,لحم بقر طازج محلي مفروم قليل الدسم (للكي...,45.9
1136,ندى دانة عصير برتقال 200 مل 18 قطعة,17.5
1137,نور زيت دوارالشمس 1.8 لتر,20.75
1138,مجدي كمون حب 90 جرام,4.75
1139,فرشلي تتبيلة سلطة ثاوزند ايلاند 227 جرام,7.95
1140,جالكسي شوكولاتة كريسبي بالأرز المقرمش 36...,3.25
1141,سفن دايز كرواسان بحشوة الشوكولاتة 65 جرا...,1.05
1142,راني عصير تفاح 250 مل,1.0
1143,لواكر بسكويت بالشوكولاتة وجوز الهند 100 ...,13.95
1144,قودي خل أبيض 473 مل,1.9
1145,المراعي جبنة شيدر قليلة الدسم 113 جرام,5.75
1146,أبو بنت أرز انتاج الولايات المتحدة 5 كيل...,33.75
1147,كيك انجليزي 400 جرام × 2,14.0
1148,قودي زبدة الفول السوداني الخشنة 510 جم,13.25
1149,كيري جبنة مربعات 120 جرام,4.5
1150,فرشلي زبدة فول السوداني ناعمه 510 جرام,14.95
1151,صنوايت أرز كالروز 5  كيلوجرام,30.75
1152,بسيت مكسرات مشكلة 150 جرام,10.75
1153,لونا حليب مجفف كامل الدسم 2.25 كج,59.95
1154,برتقال ابو صرة  (للكيلو),3.95
1155,ياطب عدس احمر مجروش 500 جرام,7.75
1156,فريشلي عصير ليمون 946 مل,10.0
1157,ديمه حلاوة مصاص 10 جرام 100 حبة,11.75
1158,إن ون لوز عادي 500 جرام,38.5
1159,هاويك بسكويت بالخضار 110 جرام,5.0
1160,أمريكانا شابورة طازجة دقيق القمح الأسمر ...,6.95
1161,الأجندة فستق مقشور 200 غ,28.5
1162,كوبوليفا زيتون اخضر شرائح معلب 510 جرام,17.5
1163,ديفيس جيلاتين سادة 50 غ,15.5
1164,لوزين فطيرة تفاح 70 جم,1.05
1165,"نستله بيور لايف مياه 1,5 لتر 12 حبة",14.95
1166,لانجنيز عسل الغابة السوداء 500 جم,72.5
1167,ريغليز اكستراعلكة بالفراولة 84 جرام,10.25
1168,لونا حمص 580 جم,4.25
1169,هرشيز شراب بالكراميل 623 جم,16.95
1170,روفليه دو فرانس كريمة الكستناء 325 جرام,19.95
1171,فرسانا جبنة شيدر مبشورة 1 كيلو,33.75
1172,مولر زبادي وحبيبات الشوكلاتة الحليب 135 ...,6.95
1173,نادك عصير رمان 200 مل,1.0
1174,كارفور بايو مربى التوت 360 جرام,16.5
1175,أوشن سبراي عصير توت بري وتوت 150 جرام,16.95
1176,تروبيكانا فروتز ليمون و نعناع 300 مل - 6...,18.25
1177,كارفور جبنة سادة قابلة للدهن 150 جرام,9.5
1178,داري دجاج مجمد 10 حبات 1 كيلو,131.5
1179,لونا فاصوليا حمراء 400 جم,3.75
1180,نسكويك مشروب الشوكولاتة 14.3 جرام - 32 ح...,31.95
1181,ليبيز كاتشب عبوة ضاغطة 760 جرام,12.5
1182,كارفور شوكولاتة بالبندق 150 جرام,12.5
1183,علي كافيه 3 في 1 قهوة تحميص فرنسي 25 جرا...,20.95
1184,الصافي اكتيفيا جو زبادي المانجا والخوخ 2...,3.0
1185,امريكانا بتر كوكيز ازرق 44 جرام 12 حبة,12.25
1186,الربيع قهوة كابتشينو 330 مل,2.1
1187,أوفالتاين مشروب الشعير و الشوكولاتة 400 ...,19.95
1188,ساديا نقانق دجاج حارة بالتوابل 340 جرام,5.95
1189,الكرامه بف باستري 400 جرام,8.5
1190,العريش ربيان 1 كيلو,28.95
1191,تانج شراب برتقال 2.5  كيلوجرام,36.95
1192,ستيفيانا محلي 125 جرام,14.5
1193,بوك جبنة شرائح قليلة الدسم 200 جرام 10 ح...,7.95
1194,المراعي حليب كامل الدسم طويل الأجل 1 لتر,3.75
1195,الكبير 8 سبرنق رول الدجاج 280 جرام,10.25
1196,نادك عصير فراولة 200 مل,1.0
1197,رفاييل زيت زيتون 500 مل,16.95
1198,العلالي حبوب ذرة كاملة 340 جرام,5.0
1199,المراعي حليب منزوع الدسم 2 لتر,8.0
1200,الكرامة شرائح عجينة  كلاج رقيقة 500 جرام,9.5
1201,اليوم افخاذ دجاج كاملة 1 كيلو,16.25
1202,سويت آن لو محلي 40 جرام,12.75
1203,فوستر كلاركس جيلي التوت 85 غ,2.0
1204,العلالي مرقه الدجاج 22 جرام  24 حبة,14.75
1205,الربيع نكتار مانجو 250 مل × 27,22.95
1206,ليبيز خوخ مقطع انصاف 420 جم,10.0
1207,بيب زبدة الفول السوداني ناعمة 227 جرام,5.0
1208,ساديا أنصاف صدور دجاج مجمدة بدون عظم وجل...,14.75
1209,نيدو حليب مجفف 1.8 كيلو,59.95
1210,لوتي شوكوباي 336 جرام,10.5
1211,نستله كونتري كورن فلكس رقائق الذرة 500 ج...,14.95
1212,الرفاعي مكسرات مشكلة 500 جرام,44.95
1213,مسز كريمبلس ماكرون بالشوكلاتة 60 جرام,4.75
1214,رحيمة بيض كبير 30 قطع,15.95
1215,سنشوري تونة أبودو 180 جرام,5.75
1216,تروبيكانا سليم محلي للحمية 1.5 جرام &tim...,10.0
1217,شامي سمبوسة لحم 330  جرام,12.5
1218,كارفور ألواح شوكولاتة بالبندق 150 جرام,9.95
1219,تمر خلاص الاحساء فاخر 1 كيلو,14.95
1220,وندرفول فستق محمص ومملح 450 جرام,56.95
1221,بازوكا حلاو نكهة كولا 15 جرام,3.5
1222,بوهلسنير موهلي بذور اليقطين 200 جرام,23.0
1223,كارفور فطيرة الماعز  4 × 100 جرام,24.95
1224,باريلا صلصة المكرونة بيستو بالريحان 190 ...,14.95
1225,حدائق اورينت مخلل خيار حبة كاملة 963 جرا...,12.25
1226,جالكسي شوكولاتة بيضاء 38 جرام 24 حبة,69.95
1227,دولي أناناس قطع مجمدة 400 جرام,22.95
1228,كب كيك شوكولاتة بالموكا 340 جرام,14.95
1229,هارفيست زيت كانولا 1.8 لتر,17.95
1230,مازولا مايونيز 946 مل,15.75
1231,نابيسكو بلفيتا بسكويت كليجا نخالة 62 جرا...,1.5
1232,لحم حاشي بالعظم طازج (للكيلو),23.9
1233,بست فول سوداني مملح 25 غ - 24 حبة,13.5
1234,إن ون فول حب 1 كجم,6.95
1235,غولدن رينغ حلقات بطعم البصل 60 غ,3.95
1236,نادك حليب كامل الدسم 200 مل,1.0
1237,الكبير كفتة دجاج مفروم 320 جرام,10.0
1238,الربيع عصير ليمون وكيوي 200 مل × 1...,16.5
1239,أتلانتك كينج سالمون مدخن 200   جرام,44.95
1240,كرامة معمول تمر 320 جرام,9.25
1241,ميرندا مشروب غازي بالبرتقال 330 مل,2.5
1242,العلالي مربى المشمش 400 جرام,7.5
1243,آرم أند هامر صودا الخبز 454 جرام,13.95
1244,الربيع عصير برتقال 1 لتر,5.5
1245,باريلا مكرونة (فوسيلي) 500  جرام,6.75
1246,الوزير مزيج زيت زيتون مكرر و زيت زيتون ب...,17.3
1247,لواكر بسكويت بالكابوتشينو 100 جرام,13.95
1248,كارفور بيتزا جبنة ماعز 420 جرام,18.95
1249,حدائق كاليفورنيا فطر شرائح 425 غ,6.95
1250,رحيمة بيض طازج  6 قطع,3.5
1251,ماركال بذور دوار الشمس عضوية 250 جرام,16.25
1252,ماجي شوربة 11 خضار 53 جم,3.95
1253,ريغليز حلوى النعناع 27 جرام 12 حبة,45.25
1254,هاينز خل التفاح 946 مل,13.25
1255,كيندر جوي فتيات 60 جرام 3 حبات,11.25
1256,اتش بي صلصة باربكيو بالعسل 465 جرام,30.5
1257,المراعي جبنة شيدر شرائح 400 جرام,12.75
1258,لوتي بيبيرو بالفول السوداني 36 جرام,3.5
1259,آنا فاجو بسكويت قهوة 450 جرام,24.95
1260,لوزين خبز ساندويتش رول بر 200 جرام,2.1
1261,ندى لبن طازج عيران 1.75 لتر,5.95
1262,إيلي قهوة للتحضير بالفلتر  250 جم,54.95
1263,ريغليز علكة بالفراولة 14 جرام 30 حبة,49.95
1264,كانلار جبنة قشقوان 500 جرام,14.95
1265,ماركال لوز مقشر عضوي 250 جرام,45.95
1266,كارفور زيت الذرة 5 لتر,39.95
1267,أريزونا سن شاي مثلج بنكهة الليمون 500 مل,7.95
1268,تيسير شراب مركز موهيتو 600 مل,21.5
1269,صافيو حليب بالموز 200 مل - 18 حبة,28.5
1270,الوطنية بروستد دجاج 800 جرام,15.25
1271,السنبلة بيتزا سوبر سوبريم 470 جرام,19.25
1272,بانزاني مكرونة بيني ريجاتي 500 جرام,6.95
1273,سيزر عصير 1 لتر × 3 منوع,12.95
1274,زيتون أسود  أسباني (للكيلو),19.95
1275,هاينز خل أبيض 946 مل,10.0
1276,مونتانا خضار مشكلة بالذرة 400 جرام,5.0
1277,ليز بطاطس بالخل و الملح 170 جرام,5.5
1278,ديمة كراكي بسكويت مالح سادة 90 جرام,1.25
1279,ساديا دجاج مجمد 1 كج,138.5
1280,بون ماما مربى الكشمش الأسود 370 غ,17.95
1281,الكبير قطع الخضار 270 جرام,8.75
1282,قودي زبدة الفول السوداني الناعمة 1000 جم,27.95
1283,الكبير بطاطا ودجز متبل 750 جرام,10.0
1284,تويننغز شاي إيرا جري 2 جرام × 25 ك...,19.5
1285,تويننغز شاي اخضر بالنعناع - 25 حبة,19.5
1286,وينريتش شوكولاتة جرامير محلى للطبخ 200 ج...,14.5
1287,فونتي خبز برجر بالسمسم جامبو 6 حبات - 50...,4.0
1288,التنمية افخاذ دجاج طازج 450 جرام,9.95
1289,بوك جبنة كريم 200 جرام,8.5
1290,سفن اب مشروب غازي 1 لتر,5.0
1291,لورينز بسكويت مملح 150 جرام,7.75
1292,توبليرون شوكولاتة بالحليب 35 جرام,3.5
1293,حلواني حلاوة طحينية سادة 500 جم,17.95
1294,"ديمه سمايلي شراب مانجو 2,5 كيلو",31.95
1295,السعودية حليب كامل الدسم طويل الأجل 1 لت...,4.15
1296,العلالي لحم تونا بزيت دوار الشمس 85 جرام,5.0
1297,البقرات الثلاث جبنة كريمة بيضاء 1 كج,33.95
1298,فالبريسو  جبنة فيتا فرنسية (للكيلو),58.95
1299,الكرامه بيتزا 1  كج,25.95
1300,الشفاء عسل اكاسيا 250 مل,37.95
1301,ساس سجق دجاج بدون جلد 400 جرام,12.75
1302,المراعي زبادي فيتال بالكرز الأسود 140  ج...,1.6
1303,لو لا باركيت بسكويت بالفراولة 120 جرام,13.95
1304,لورينز أصابع البطاطا بالفلفل الحار 100 ج...,7.25
1305,سن توب شراب مانجو علب صغيرة 125 مل,0.5
1306,مارس شوكولاتة 51 جرام 6 حبة,17.95
1307,ساديا صدور دجاج طرية 2 كج,45.75
1308,تويكس توب 21 جرام 10 حبات,8.95
1309,كارفور توت بري 100 جرام,9.95
1310,اورينت جاردن لوبيا 5 اونص,5.0
1311,ثوم مقشر طازج 500 جرام,16.95
1312,وودن بيكري خبز أبيض وسط 600 جرام,2.1
1313,امريكانا سمبوسة بالجبن 500 جرام,17.25
1314,فيتا بيلا كورن فليكس عالي الألياف رقائق ...,21.95
1315,صافيو حليب بالشوكولاته طويل الأجل  200 م...,27.75
1316,"كارفور شراب أناناس بودرة سريع التحضير 2,...",23.95
1317,فوس مياه قنينة 800 مل,15.75
1318,راجميهاك ارز بسمتي حبة طويلة 5 كيلو,65.95
1319,لوزين كب كيك الفانيلا 30 جرام × 18,10.5
1320,أركور توفي بالزبدة 300  جرام,13.75
1321,رقائق البطل ملح 23 جرام × 14,12.25
1322,بالسين  بسكويت شوكولاتة ميني 100  جرام,6.25
1323,فوستر كلارك مستخلص الفراولة 28 مل,2.75
1324,كارفور حبوب قهوة حبة كاملة 1 كيلو,39.95
1325,المراعي سمن 400 جرام,21.0
1326,لامبستون بطاطس اصلية 2.5 كيلو جرام,20.95
1327,العلالي فطر شرائح 200 جرام,4.25
1328,كارفور كاجو مملح 125 جم,12.5
1329,الربيع عصير برتقال 330 مل,2.0
1330,راوخ عصير عنب أحمر 900 مل,16.35
1331,مستر كريسبس بطاطس مقرمشة 65 جم,8.5
1332,لوتس بسكويت الكراميل 120 جرام,6.95
1333,فلوريدا ناتشورال عصير برتقال وأناناس طبي...,19.95
1334,حلواني حلاوة طحينية بالفستق 500 جم,17.95
1335,ريو ماري سلاتونا خلطة الذرة 160 جرام,14.0
1336,العلالي بيكنج باودر 200 جرام,7.5
1337,مهران قرنفل حب 50 جرام,8.95
1338,العلالي مسحوق سكر 300 جرام,6.95
1339,ايفيان مياه معدنية طبيعية 330 مل,5.25
1340,ريتر سبورت شوكولاته بالبسكويت 100 جرام,9.75
1341,فرشلي خردل 255 جرام,4.5
1342,يوسفي - علبة 1 كيلو,7.95
1343,بينار لبنة 20 جرام 8 حبات,7.95
1344,بيبسي 355 مل,2.5
1345,تبرك روبيان للطبخ 1 كيلو,27.95
1346,البطل فشار بالزبدة 117 جرام,4.95
1347,بوك جبنة موزاريلا مبشورة 500 جرام,18.5
1348,جولي تايم فشار 298 جم,11.75
1349,فوستر كلارك شراب ليمون 2.5 كغ,34.95
1350,بيب زبدة الفول السوداني ناعمة 510 جرام,10.0
1351,مازولا سمن نباتي بنكهة الزبدة 2 لتر,33.95
1352,بون ماما مربى الكراميل 370 غ,17.95
1353,"اليوم دجاج فاخر طازج 1,1 كيلو",18.95
1354,سبيشلتي خبز مادلينيز 400 جرام,29.95
1355,كارفور فاصوليا خضراء 720 مل,9.95
1356,كارفور خبز التوست بالقمح 550 جرام,12.95
1357,ايس بريكرز حلوى حامضة بالبطيخ و التفاح ا...,9.5
1358,وندرفل فستق محمص مملح حبة كبيرة 115 جرام,15.95
1359,إليت طحين القمح الكامل 1 كيلو,8.75
1360,بوك جبنة فيتا مكعبات فاخرة 200 جرام,9.5
1361,ربيسكو سندويش بالزبدة 31 جرام 10 حبات,6.95
1362,نادك عصير 8 فيتامينات  1.5 لتر,7.5
1363,تمارا تمر سباكة كيس 1 كج,12.95
1364,كت كات ميني مومنتس حلويات 255 جرام,25.95
1365,فريشلي براعم الفول بالماء 15 اونص,4.25
1366,هيرشيز كيسز شوكولاتة بالحليب مع اللوز 15...,15.75
1367,الكسيح فول مدمس حبة كبير 400 جم,3.25
1368,حدائق شتورة حمص للتغميس 380 جرام,4.25
1369,سن توب شراب برتقال علب صغيرة 125 مل,11.25
1370,لوزين خبز البرجر بالسمسم 6 حبات - 400 جر...,3.1
1371,حدائق كاليفورنيا تونا في ماء وملح 185 جر...,6.95
1372,أليسا شرائح زيتون أسود 120 جرام,5.95
1373,نادك عصير جوافة 200 مل,1.0
1374,لامبستون بطاطس ودجز 2.5 كيلو جرام,31.95
1375,فريكو جبنة حارة بالأعشاب 235 جرام,15.5
1376,كارفور بطاطس الأسمر 450 جرام,6.95
1377,نوتيلا شوكولاتة قابلة للدهن 15 جرام,1.25
1378,أبو كاس أرز مزة هندي بسمتي 5 كيلوغرام,41.95
1379,كارفور تارت عادي 400 جرام,17.5
1380,رحيمة بيض بني 15 قطع,8.95
1381,اليوم اجنحة دجاج 500  جرام,5.25
1382,كيلوجز اول بران بلس رقائق الافطار 375 جم,22.95
1383,اولكر بسكويت بالسمسم 62 جرام 12 حبة,12.5
1384,يمامة ماء الزهر 300 مل,5.75
1385,بج بابول فيلي فولي فراولة 11 جرام,2.0
1386,اسناد بهارات الكبسة 200 جرام,15.5
1387,الرفاعي كاجو مملح 200 جرام,32.5
1388,الخير قهوة تركية 200 غ,14.95
1389,كارفور مربى التوت الأزرق 370 غ,11.5
1390,الاسياح سيقان دجاج طازج 500 جرام,8.95
1391,اسناد توابل البيتزا 200 جرام,15.5
1392,إن ون عدس بني 1 كجم,9.95
1393,أليسا زيتون أخضر شرائح 230 جرام,8.95
1394,كارفور كريم كرامل 125 جرام 4 حبات,11.5
1395,لونا حليب مكثف محلى 395 جم,6.95
1396,لواكر شوكولاتة لوكيني 100 جرام,18.5
1397,الرفاعي كوكتيل مكسرات مشكلة 500 جرام,44.95
1398,المراعي عصير فواكه مشكلة 300 مل,2.0
1399,امريكانا سوبريم بيتزا 470 جرام,19.95
1400,كامبفاير مارشميلو ميني أبيض 300 جرام,14.95
1401,ريم فطر مقطع شرائح 425 جرام,5.75
1402,ار كي جي سمن صافي 200 مل,12.75
1403,بربيكان بيرة رمان 330 مل - 6 حبات,28.0
1404,الصافي عصير فواكه مشكلة 1.5 لتر,7.35
1405,موتارد دو مو خردل 500 جرام,48.95
1406,الصافي عصير فراولة 1.5 لتر,8.4
1407,ستورك مامبا حلوى طرية بابرتقال 26.5 جرام,1.0
1408,كارفور عصير أناناس 1 لتر,24.5
1409,شاي احمد الشاي الإنجليزي الأول  100 كيس,17.95
1410,كانلار جبنة حلومي 250 جرام,15.95
1411,اليوم صدور دجاج فيليه طازج 1 كيلو,35.25
1412,ساديا أنصاف صدور دجاج مجمدة بدون عظم وجل...,26.95
1413,فوستر كلارك مستخلص الليمون 28 مل,2.75
1414,لوتس بسكويت الكراميل 250 جرام,10.5
1415,ريكولا سكاكر بالبرتقال و النعناع بدون سك...,7.0
1416,فارملاند جبنة حلومي 250 جرام,18.5
1417,قودي فواكه مشكله في شراب 850 جرام,11.5
1418,الوطنية مورتديلا دجاج بالفلفل الاسود 250...,6.95
1419,بايارا لوز مقشر جامبو 400 جرام,25.95
1420,كيري الجرة جبنة بالقشطة الطازجة قابلة لل...,20.25
1421,ماركال مكرونة قمحة كاملة أصداف 500 جرام,14.95
1422,ياطب سميد ناعم 1 كيلو,7.75
1423,كارفور شرائح زيتون أخضر مرطبان 230 جرام,4.95
1424,الطائي حليب بودرة كامل الدسم 900 جرام,27.95
1425,حلواني حلاوة طحينية مع الفستق 500 جم,19.95
1426,قودي حمص 425 جم,3.75
1427,المراعي جبنة شيدر 113 جرام,4.95
1428,البطل فشار بالزبدة 23 جرام 11 حبة,10.75
1429,هنتز مبيض قهوة صغير 250 جم,9.75
1430,فوستر كلارك مستخلص الورد 28 مل,2.75
1431,الصافي حليب منزوع الدسم طويل الاجل 1 لتر...,52.95
1432,ماكفيتيز بسكويت شوفان هوب نوب 300 جرام,7.75
1433,ديليسو تتبيلة 1000 ايلاند 267 مل,7.95
1434,هولز نكهة النعناع 25.2 جرام,1.0
1435,البقرات الثلاث جبنة فيتا قليلة الملح 200...,5.65
1436,العريش فرايز روبيان جامبو 400 جرام,15.95
1437,أمريكانا خضار مشكله 900 جرام,14.5
1438,بيبسي 150 مل,1.8
1439,أبو قوس حليب مبخر قليل الكوليسترول 160 ج...,2.75
1440,ماكفيتيز بسكويت دايجستف شوكولاتة بالحليب...,9.5
1441,الصافي حليب قليل الدسم 1.5 لتر,5.5
1442,المراعي جبنة مثلثات 360  جرام  24 حبة,7.5
1443,سنيورة لانشون ديك رومي 340 جرام,8.5
1444,لوتي بيبيرو اصابع بسكويت بالشوكولاتة وال...,3.5
1445,رابونزل ملح بحر ناعم 500 جرام,12.95
1446,امريكانا كريس كروس بطاطس 750 جرام,9.25
1447,هازر بابا حلوى تركية بالجوز 454 جرام,22.75
1448,بروبايوس إل نوتريمنتو خل التفاح العضوي 7...,23.95
1449,كارفور شاي أخضر بالنعناع × 25,8.95
1450,كعك لافوش سماق 1 كج,27.0
1451,تويكس بايتس كيس 275 جرام,17.75
1452,هاجدو جبن شرائح قشقوان مع الأعشاب والثوم...,10.0
1453,بج بابول فيلي فولي عنب 11 جرام,2.0
1454,بايارا عدس أحمر 1 كيلو,10.95
1455,ياطب اعواد قرفه 200 جرام,7.75
1456,سيزر عصير مانجو 1 ل,6.5
1457,قودي فشار 284 جم,3.95
1458,راوخ عصير تفاح 900 مل,16.35
1459,سفن دايز سويس رول جامبو بالفانيلا 55 جرا...,6.3
1460,بوني حليب مكثف 397 جرام,6.95
1461,إن ون فلفل أسود بذور 200 جرام,13.95
1462,كارفور كوكيز بالمكسرات 200 جرام,8.95
1463,كارفور بسكويت لفائف 200 جرام,8.95
1464,لونا فول مدمس بالخلطة السرية 400 جم,3.25
1465,ريغليز جوسي فروت علكة بالفواكه 5 حبة 13 ...,1.0
1466,ريم شرائح الأناناس 565 جرام,4.5
1467,لواكر ويفر شوكولاتة بالبندق 200 جرام,15.95
1468,بون ماما مربى الفراولة 370 جم,17.95
1469,بيلو سردين بالزيت النباتي 125 جرام,4.25
1470,ديه شيكو مكرونة (لينغويني) 500 جرام,10.5
1471,اسناد مسحوق الفلفل الابيض 100 جرام,9.25
1472,غرينز خليط لقمة القاضي مع خميرة 494 جرام,5.5
1473,شيتوس بالجبنة لولبي 160 جرام,5.5
1474,تورتينا ويفر اوريجنال 125 جرام,15.75
1475,بوك جبنة موزاريلا مبشورة 200 جرام,8.5
1476,الكبير ربيان كبير 400 جرام,32.25
1477,العلالي مكرونة انابيب صغيرة 450 جرام,3.95
1478,كارفور موزاريلا إيطالية 125 جرام,9.95
1479,إن ون هيل 500 جرام,44.95
1480,فريكو جبنة خاودا 150 جرام,9.95
1481,باراد فلاتر قهوة 100 حبة,7.5
1482,المراعي جبنة حلومي قليلة الدسم 225 جرام,16.4
1483,العلالي معجون طماطم 220 جرام × 6,17.95
1484,لواكر ويفر بالفانيلا 175 جرام,12.95
1485,تانج عصير بودرة بنكهة الكوكتيل الاستوائي...,36.95
1486,المراعي عصير تفاح 300 مل,2.0
1487,فونتي خبز تورتيلا 6 حبات - 250 جرام,6.5
1488,سنبلة عجينة بف باستري مربعات 320 جرام,6.75
1489,القصيم مياه 200 مل × 48,18.25
1490,السنبلة سبريق رول بر 20 حبة - 160 جرام,3.95
1491,مهران بهار شوربة اللحم 100 جرام,7.25
1492,رويال أمبريلا أرز ياسمين 2 كيلو,13.75
1493,نوفا مياه 1.5لتر- 6 حبة,9.1
1494,مونين صلصة الكراميل 500 مل,32.95
1495,جالكسي شوكولاتة بالفواكة والبندق 40 جرام,3.25
1496,اسناد مكعبات مرقة الدجاج بالبهارات السبع...,12.5
1497,فريشلي صلصة اسباغيتي بالثوم 680 جرام,12.5
1498,زادي معجون الفلفل الأخضر الطازج 450 جرام,11.95
1499,كارفور خل أحمر 946 مل 3 حبات,10.95
1500,بروبايوس  دقيق للكعك والبسكويت عضوي خالي...,36.5
1501,أريزونا موتشو مانجو  500 مل,7.95
1502,أريزونا شاي أخضر مع جنسينغ وعسل 500 مل,7.95
1503,ندى زبادي يوناني بالفراولة 160 جرام,4.0
1504,ديمه شراب البرتقال 2.5 كج,31.95
1505,الكبير فيليه الدجاج مغلف بالخبز 450 جرام,14.75
1506,فريز شراب فراولة 275 مل,5.0
1507,مادلين كيك 180 جرام 6 حبات,7.0
1508,كارما زعتر أخضر طازج مستوردة من لبنان,9.95
1509,ندى حليب كامل الدسم طويل الأجل  1 لتر 12...,51.95
1510,ماونتن ديو مشروب غازي 2.25 لتر,8.0
1511,فيلادلفيا جبنة قابلة للدهن 300 جرام,15.75
1512,كارفور بايو ألواح شوكولاتة بالحليب 100 ج...,11.5
1513,بيريه مياه معدنية طبيعية فوارة قنينة 200...,5.0
1514,بوك كريمة مخفوقة جاهزة 500 مل,14.95
1515,باونتي شوكولاته 57 جرام 24 حبة,64.5
1516,حدائق كاليفورنيا فاصوليا بالطماطم 450 غ,4.5
1517,فريكو جبنة إيدام 150 جرام,9.95
1518,فريشلي صلصة الشواء بالعسل 18 اونص,9.95
1519,لونا حليب بودرة كامل الدسم 400 جرام,16.95
1520,ترولي حلاوة جيلي بيتزا 22 جرام,1.25
1521,ليبيز حبوب ذرة كاملة 340 جم,6.25
1522,ليبتون اكياس شاي 400 جرام,33.5
1523,بيتي كروكر خلطة كيك 500 غ,9.95
1524,شاني  330 مل,2.5
1525,فريشلي شراب الشوكولاته 680 غ,14.95
1526,هاينز صلصة طماطم 135 جم,1.25
1527,ريغليز علك بالنعناع 260 جرام,19.0
1528,ساديا ناجتس دجاج 270 جرام,11.95
1529,ديه شيكو مكرونة (سباغيتي) 500 غ,10.5
1530,العلالي مربى الفراولة 400 جرام,7.5
1531,حلواني مربى فراولة 400 جم,7.75
1532,حلواني حلاوة طحينية بالفستق 1 كجم,31.95
1533,لورينز أصابع البطاطا بابريكا 100 جم,7.25
1534,فرسانا جبنة موزاريلا مبشورة 200 جرام,10.0
1535,تباسكو شطة خضراء هلابينو 150 مل,21.25
1536,فانتا مشروب غازي بالفراولة 2.25 لتر,8.0
1537,كارفور توست سويدي خال من السكر 225 جرام,7.95
1538,سنيكرز شوكولاته حبتين 40 جرام - 24 حبة,85.5
1539,بايسن برتن كريمة الطبخ 250 جرام,16.95
1540,كارفور صدور ديك رومي 4 شرائح 160 جم,19.95
1541,هاينز كريمة السلطة 425 جرام,33.0
1542,بيونا زبدة فول سوداني عضوية ناعمة 250 جر...,22.75
1543,كيري جبنة مربعات 450 جرام,19.95
1544,فرسانا موزاريلا مبشورة 200 جرام حبتين,15.25
1545,روفليه دو فرانس دقيق الملح 125 جرام,24.5
1546,ندى عصير برتقال 1.5 لتر,7.0
1547,كيت كات شوكولاتة مضاعفة 43 جرام,3.75
1548,تنور خبز بحبة البركة 6 حبات - 240 جرام,6.5
1549,نادك عصير مانجو 250 مل,22.5
1550,نادك لبن عيران 180 مل,1.0
1551,يومي خبز تورتيلا 12 حبة - 480 جرام,9.75
1552,جولدن صدور دجاج طازجة 450 جرام,17.75
1553,لواكر فوجليات شوكولاتة بالحليب 100 جرام,13.95
1554,اكسل بطاطس شيبس 25 جرام × 14,12.75
1555,نادك جبنة كريم قابلة للدهن 910 جرام,24.5
1556,فوديز شرائح جبن جودا 150 جرام,11.75
1557,سنتوب فواكه مشكله 250 مل,22.95
1558,لوتي فانزيل عصي مقرمشة ومغطاة بالشوكولات...,1.5
1559,بيلينغتون سكر موسكوفادو 500 جرام,10.5
1560,بريتانيا بسكويت دايجستف خالي من السكر 20...,7.25
